latitude,longitude,mean_cloud_cover,median_cloud_cover,mode_cloud_cover,min_cloud_cover,max_cloud_cover,inside_us
58.75,-88.75,0.70075,0.76,1.0,0.283,1.0,True
58.75,-88.25,0.746,0.992,1.0,0.0,1.0,True
58.75,-80.25,0.27049999999999996,0.177,0.0,0.0,0.728,True
58.75,-79.75,0.36524999999999996,0.2895,0.0,0.0,0.882,True
58.75,-79.25,0.444,0.376,0.0,0.075,0.949,True
58.75,-78.75,0.41924999999999996,0.518,0.4,0.039,0.602,True
58.75,-78.25,0.45275000000000004,0.41950000000000004,0.2,0.232,0.74,True
58.75,-77.75,0.56575,0.5509999999999999,0.0,0.161,1.0,True
58.75,-77.25,0.46950000000000003,0.378,0.0,0.122,1.0,True
58.75,-76.75,0.5257499999999999,0.48050000000000004,0.0,0.142,1.0,True
58.75,-76.25,0.5197499999999999,0.5549999999999999,0.0,0.004,0.965,True
58.75,-75.75,0.6015,0.7030000000000001,0.6000000000000001,0.0,1.0,True
58.75,-75.25,0.47650000000000003,0.439,0.0,0.028,1.0,True
58.75,-74.75,0.5255000000000001,0.47250000000000003,0.4,0.157,1.0,True
58.75,-74.25,0.60625,0.7045,0.0,0.016,1.0,True
58.75,-73.75,0.75,1.0,1.0,0.0,1.0,True
58.75,-73.25,0.7195,0.9390000000000001,1.0,0.0,1.0,True
58.75,-72.75,0.7745,0.9645,1.0,0.169,1.0,True
58.75,-72.25,0.73625,0.9724999999999999,1.0,0.0,1.0,True
58.75,-71.75,0.5945,0.687,1.0,0.004,1.0,True
58.75,-71.25,0.749,0.992,1.0,0.012,1.0,True
58.75,-70.75,0.7362500000000001,0.927,1.0,0.091,1.0,True
58.75,-70.25,0.757,1.0,1.0,0.028,1.0,True
58.75,-69.75,0.7745,0.99,1.0,0.118,1.0,True
58.75,-69.25,0.8965000000000001,0.929,1.0,0.728,1.0,True
58.75,-68.75,0.98725,1.0,1.0,0.949,1.0,True
58.75,-68.25,0.8995,1.0,1.0,0.598,1.0,True
58.75,-67.75,0.938,1.0,1.0,0.752,1.0,True
58.75,-67.25,0.9359999999999999,1.0,1.0,0.744,1.0,True
58.75,-66.75,0.8887499999999999,0.9015,1.0,0.752,1.0,True
58.75,-66.25,0.7185,0.935,1.0,0.004,1.0,True
58.75,-65.75,0.85425,0.9724999999999999,1.0,0.472,1.0,True
58.75,-65.25,0.8935,0.913,0.8,0.748,1.0,True
58.75,-64.75,0.928,0.9605,1.0,0.791,1.0,True
58.75,-64.25,0.82475,0.8465,0.6000000000000001,0.606,1.0,True
58.75,-63.75,0.82875,0.9075,0.8,0.5,1.0,True
58.75,-63.25,0.865,0.988,1.0,0.484,1.0,True
58.75,-62.75,0.8847499999999999,0.986,0.8,0.567,1.0,True
58.75,-62.25,0.5905,0.618,0.0,0.181,0.945,True
58.75,-61.75,0.5165,0.533,0.0,0.0,1.0,True
58.75,-61.25,0.566,0.5905,0.0,0.083,1.0,True
58.75,-60.75,0.5255,0.484,0.4,0.134,1.0,True
58.75,-60.25,0.4565,0.413,0.4,0.0,1.0,True
58.75,-59.75,0.80625,0.817,0.4,0.591,1.0,True
58.25,-90.25,0.623,0.7265,1.0,0.039,1.0,True
58.25,-89.75,0.5955,0.6910000000000001,1.0,0.0,1.0,True
58.25,-89.25,0.7144999999999999,0.819,1.0,0.22,1.0,True
58.25,-88.75,0.91925,1.0,1.0,0.677,1.0,True
58.25,-88.25,0.96475,0.9764999999999999,0.8,0.906,1.0,True
58.25,-87.75,0.806,1.0,1.0,0.224,1.0,True
58.25,-87.25,0.83075,1.0,1.0,0.323,1.0,True
58.25,-80.25,0.2195,0.181,0.0,0.016,0.5,True
58.25,-79.75,0.2185,0.2165,0.0,0.0,0.441,True
58.25,-79.25,0.27175,0.0435,0.0,0.0,1.0,True
58.25,-78.75,0.369,0.248,0.2,0.0,0.98,True
58.25,-78.25,0.54325,0.606,0.8,0.0,0.961,True
58.25,-77.75,0.65475,0.6595,0.4,0.406,0.894,True
58.25,-77.25,0.51075,0.5175,0.0,0.008,1.0,True
58.25,-76.75,0.32875,0.1575,0.0,0.0,1.0,True
58.25,-76.25,0.2925,0.08499999999999999,0.0,0.0,1.0,True
58.25,-75.75,0.6859999999999999,0.872,1.0,0.0,1.0,True
58.25,-75.25,0.73125,0.9625,1.0,0.0,1.0,True
58.25,-74.75,0.569,0.638,1.0,0.0,1.0,True
58.25,-74.25,0.627,0.754,1.0,0.0,1.0,True
58.25,-73.75,0.64375,0.7875,1.0,0.0,1.0,True
58.25,-73.25,0.7195,0.9390000000000001,1.0,0.0,1.0,True
58.25,-72.75,0.562,0.624,1.0,0.0,1.0,True
58.25,-72.25,0.64375,0.7875,1.0,0.0,1.0,True
58.25,-71.75,0.63975,0.7795000000000001,1.0,0.0,1.0,True
58.25,-71.25,0.736,0.972,0.8,0.0,1.0,True
58.25,-70.75,0.7362500000000001,0.9625,1.0,0.02,1.0,True
58.25,-70.25,0.75,1.0,1.0,0.0,1.0,True
